Age,Gender,Hours_Studied,Attendance,Sleep_Hours,Stress_Level,Screen_Time,Previous_GPA,Part_Time_Job,Study_Method,Diet_Quality,Internet_Quality,Extracurricular,Tutoring_Sessions_Per_Week,Family_Income_Level,Exam_Anxiety_Score,Grade,Electricity_Availability,Internet_Accessibility,Peer_Influence,Community_Beliefs,Family_Support,Home_Study_Environment,Motivation_Level,Lecture_Quality,Physical_Health,Psychological_State
24,Male,4.16,79.8,5.5,3.9,3.1,1.9,Yes,Online,Average,Excellent,No,3,Middle,2.1,A,0.68,2,Neutral,3.2,1.7,2.1,2.8,3.5,4.4,2.7
20,Male,6.29,77.9,6.1,6.2,6.6,1.67,No,Offline,Good,Average,Yes,2,Low,2.8,A,0.21,2,Positive,1.3,3.1,3.3,3.0,2.3,5.0,3.8
23,Female,5.0,93.9,5.9,4.0,8.8,1.44,No,Online,Poor,Excellent,No,1,Middle,4.8,B,0.64,2,Positive,2.6,3.9,3.8,3.5,2.3,3.8,4.4
21,Female,3.04,71.1,6.7,4.8,3.7,1.76,No,Offline,Average,Good,Yes,1,High,5.2,C,0.75,1,Positive,2.9,1.6,3.3,1.5,3.4,4.4,2.4
23,Female,6.73,74.8,9.4,9.2,4.4,1.78,No,Hybrid,Poor,Excellent,Yes,2,Middle,1.1,B,0.59,1,Positive,1.4,3.0,5.0,4.0,2.5,5.0,3.2
25,Female,3.16,72.8,8.1,7.1,5.4,1.99,No,Hybrid,Poor,Good,No,1,High,4.4,C,0.58,2,Positive,1.6,3.9,4.2,2.2,4.1,3.9,3.3
26,Male,2.79,81.9,8.0,4.2,3.9,1.31,Yes,Hybrid,Average,Average,No,3,High,4.3,B,0.73,1,Negative,4.0,2.2,4.1,2.4,4.9,5.0,3.3
21,Non-Binary,3.14,70.2,5.9,1.1,2.6,1.71,Yes,Online,Average,Excellent,Yes,3,High,4.5,B,0.72,2,Neutral,3.3,4.7,5.0,3.8,2.7,5.0,3.6
21,Male,3.74,73.6,6.8,10.0,3.2,2.08,No,Online,Poor,Average,No,3,High,6.2,B,1.0,2,Negative,1.8,1.3,2.9,2.4,4.6,3.9,2.1
19,Male,4.84,67.3,7.3,2.9,3.3,2.03,Yes,Hybrid,Average,Average,No,1,Middle,1.0,A,0.89,1,Positive,4.4,3.2,3.4,2.4,4.0,3.2,3.9
26,Female,2.65,83.9,6.3,3.9,3.1,1.76,No,Online,Poor,Excellent,Yes,0,Middle,4.7,C,0.66,2,Negative,4.0,5.0,3.5,4.1,2.7,3.7,3.4
20,Female,1.94,79.0,7.5,4.2,1.7,1.87,Yes,Offline,Good,Average,No,2,High,5.6,B,0.58,1,Positive,2.9,2.5,2.3,1.8,2.4,3.4,3.5
18,Female,5.81,82.8,8.0,4.4,3.3,2.06,No,Online,Average,Average,Yes,2,Middle,2.5,A,0.21,1,Positive,1.7,2.6,3.0,3.2,3.5,4.6,2.9
20,Male,5.48,62.1,4.5,6.1,4.5,1.28,No,Online,Poor,Good,No,0,Low,4.1,C,0.57,2,Neutral,4.6,2.5,1.7,1.7,2.9,5.0,1.6
18,Female,5.89,89.7,7.7,10.0,6.0,2.21,Yes,Hybrid,Average,Excellent,Yes,3,Low,2.4,A,0.42,2,Positive,4.7,1.7,2.2,4.2,3.2,4.2,2.0
21,Male,6.41,80.7,6.6,3.4,7.5,2.39,No,Online,Good,Average,No,3,Middle,4.9,A,0.79,0,Positive,4.2,4.5,4.3,4.0,4.6,5.0,3.1
21,Male,5.09,95.3,7.3,5.1,5.9,1.43,No,Online,Average,Good,Yes,3,Middle,3.7,A,0.34,0,Positive,4.1,2.9,3.3,2.8,2.3,4.2,2.1
20,Female,8.35,96.6,5.3,3.5,1.3,1.73,Yes,Offline,Good,Good,Yes,2,Low,3.1,A,0.62,2,Positive,2.9,4.5,3.7,3.8,2.2,5.0,3.3
17,Female,4.6,73.3,7.5,8.5,5.5,1.48,No,Offline,Good,Excellent,No,1,High,7.0,C,0.91,1,Negative,3.1,3.0,3.5,1.6,3.2,3.8,2.9
26,Female,4.88,80.8,7.8,6.1,6.8,1.26,No,Online,Poor,Excellent,No,2,Middle,5.4,B,0.67,1,Positive,4.4,1.7,3.6,3.6,2.8,4.1,1.2
24,Female,7.46,74.1,5.3,7.1,3.5,2.23,Yes,Offline,Average,Good,No,2,Middle,2.5,B,0.72,1,Neutral,3.2,3.2,3.6,1.9,3.1,3.0,2.8
24,Female,5.73,79.9,7.3,5.3,2.0,2.06,No,Online,Poor,Good,No,1,Low,4.3,A,0.71,2,Positive,2.2,2.6,2.0,3.7,3.0,5.0,2.3
20,Female,4.69,84.2,6.0,7.7,3.9,2.27,Yes,Offline,Poor,Good,No,1,Low,2.2,A,0.92,0,Neutral,2.1,2.4,4.5,1.8,2.0,3.9,2.2
23,Female,4.96,78.5,6.4,3.8,2.1,1.98,No,Hybrid,Average,Average,No,3,Low,5.8,A,0.47,0,Positive,4.1,4.4,4.6,4.4,2.3,4.7,3.8
21,Female,2.77,76.5,5.5,5.9,3.1,1.7,No,Offline,Average,Good,Yes,0,Middle,6.8,B,0.25,0,Neutral,5.0,2.2,4.4,2.0,2.8,4.5,1.7
19,Non-Binary,6.25,95.4,6.0,8.5,5.6,1.58,Yes,Hybrid,Good,Excellent,Yes,0,High,4.3,B,0.28,2,Positive,3.5,2.2,2.2,2.8,2.6,3.3,2.2
18,Non-Binary,4.58,63.6,7.4,4.9,4.1,1.83,Yes,Offline,Good,Good,Yes,2,Middle,5.9,B,0.22,1,Negative,5.0,4.1,4.1,4.3,2.8,3.7,3.1
20,Male,5.82,80.1,5.9,3.8,4.0,1.46,No,Hybrid,Average,Poor,No,3,Middle,4.1,B,0.41,1,Positive,1.0,2.8,3.1,3.7,3.2,4.7,2.5
18,Female,7.5,71.4,6.9,3.1,3.2,1.03,Yes,Offline,Average,Good,Yes,0,High,3.6,A,0.74,1,Neutral,1.8,3.3,5.0,4.2,2.9,4.6,3.4
29,Female,6.45,72.9,6.7,4.0,5.4,2.21,Yes,Hybrid,Average,Good,No,2,Low,3.4,A,0.5,0,Positive,2.5,2.7,3.3,3.4,2.0,4.6,4.0
17,Male,5.49,76.9,6.3,8.8,4.4,1.95,No,Hybrid,Good,Good,Yes,3,Low,3.7,A,0.53,2,Positive,1.0,2.0,4.4,2.3,2.8,5.0,2.0
20,Female,5.72,81.9,6.5,5.8,4.6,2.29,No,Hybrid,Average,Good,Yes,0,High,3.7,A,0.54,1,Neutral,2.8,2.1,3.0,3.3,4.3,4.1,3.3
20,Male,5.24,68.1,8.6,2.3,3.6,2.06,No,Hybrid,Average,Good,Yes,2,Low,3.3,A,0.92,0,Positive,4.2,2.1,3.9,3.6,5.0,4.2,4.0
19,Female,8.18,90.6,7.1,3.6,4.1,1.58,Yes,Online,Average,Average,No,1,Middle,4.1,A,0.65,0,Neutral,1.0,2.4,5.0,4.3,4.4,3.2,3.2
21,Female,1.41,76.3,10.0,5.2,3.1,1.53,Yes,Offline,Poor,Excellent,Yes,0,Low,5.8,C,0.78,2,Neutral,3.9,3.0,2.5,3.6,1.4,5.0,2.3
18,Male,4.14,76.5,9.7,6.6,5.7,1.58,No,Offline,Poor,Good,No,1,Low,6.2,A,0.52,1,Neutral,1.8,1.7,3.6,2.5,1.9,4.5,2.5
24,Male,3.46,68.9,5.9,4.8,3.9,2.09,Yes,Offline,Average,Average,No,0,Middle,2.2,B,0.65,0,Positive,2.2,2.6,4.5,2.4,1.6,2.9,3.6
20,Female,5.79,81.6,6.7,2.5,4.2,2.08,Yes,Hybrid,Poor,Average,No,1,Low,6.7,A,0.51,0,Neutral,2.9,3.9,3.0,2.9,4.3,3.1,4.0
22,Male,4.65,66.0,7.4,3.2,6.8,1.81,Yes,Offline,Good,Excellent,No,1,Low,4.1,B,0.15,1,Neutral,2.9,3.1,2.3,3.5,4.2,4.6,3.1
23,Male,5.18,73.3,7.1,4.5,3.0,1.59,No,Offline,Average,Excellent,No,4,Middle,4.6,B,0.53,2,Positive,4.0,4.6,4.9,3.9,3.3,4.5,3.3
25,Male,8.63,87.4,7.0,2.3,2.1,1.8,No,Offline,Average,Good,No,3,Middle,5.3,A,0.47,1,Positive,2.8,3.7,4.0,3.8,5.0,5.0,3.2
24,Female,5.52,89.7,5.3,7.4,4.2,1.86,No,Online,Poor,Poor,Yes,3,High,5.0,A,0.56,0,Positive,3.7,1.0,5.0,3.1,2.7,4.3,3.0
22,Female,6.62,67.5,7.6,8.9,3.6,1.5,No,Offline,Good,Poor,No,2,High,5.4,B,0.47,0,Neutral,4.1,1.4,3.7,2.4,3.2,3.7,2.6
20,Female,4.25,62.9,5.6,6.5,5.3,1.62,No,Offline,Poor,Average,Yes,0,Middle,8.3,D,0.27,0,Neutral,3.1,1.0,3.7,3.1,3.3,3.9,1.9
21,Male,3.72,100.0,6.8,5.1,2.4,1.96,No,Online,Good,Good,Yes,3,Middle,3.3,A,0.33,0,Positive,5.0,2.6,2.6,2.3,1.7,4.4,3.5
23,Female,3.1,82.4,6.9,2.4,2.7,2.04,Yes,Hybrid,Average,Good,Yes,3,Middle,5.3,A,0.25,1,Negative,2.4,4.2,4.3,3.5,1.8,4.2,3.4
25,Female,7.7,79.0,5.2,6.8,3.9,1.85,Yes,Online,Average,Good,No,3,Middle,1.8,A,0.45,1,Positive,2.2,2.7,2.9,3.0,2.8,4.9,3.0
18,Male,2.93,73.6,8.1,3.9,4.1,1.73,Yes,Online,Good,Good,Yes,2,Low,4.5,A,0.02,2,Neutral,2.2,2.3,3.3,1.2,1.2,5.0,2.7
20,Female,4.12,77.1,10.0,2.4,4.0,2.04,Yes,Offline,Poor,Poor,No,3,Middle,4.8,A,0.41,1,Negative,5.0,4.5,3.3,3.5,2.3,5.0,3.7
24,Female,9.35,73.4,6.7,8.0,1.5,1.59,No,Offline,Good,Average,No,4,High,5.7,A,0.76,1,Positive,3.8,1.6,4.3,3.7,4.2,4.8,2.7
20,Female,5.74,75.3,6.9,6.4,7.4,2.09,Yes,Offline,Poor,Average,No,2,Middle,5.9,B,0.62,1,Positive,4.2,3.1,3.9,2.7,2.7,4.6,3.0
20,Male,5.09,64.3,7.3,6.7,3.6,1.37,Yes,Online,Average,Average,Yes,0,Middle,5.9,C,0.56,1,Neutral,3.7,1.9,3.8,1.5,4.3,4.5,2.8
20,Male,4.59,79.7,7.5,4.2,0.5,1.68,No,Hybrid,Good,Poor,No,2,Low,3.2,A,0.44,0,Positive,2.9,3.2,3.4,3.5,3.8,4.3,1.6
22,Male,2.85,76.7,6.4,4.2,4.3,1.43,Yes,Offline,Average,Good,Yes,0,High,5.7,C,0.73,0,Negative,3.2,2.5,3.1,2.7,3.5,3.3,2.2
29,Male,5.73,73.6,6.3,8.4,2.8,1.6,No,Offline,Average,Excellent,Yes,3,Low,5.1,C,0.82,1,Positive,2.0,1.3,4.2,2.6,4.7,3.3,1.6
21,Female,6.95,72.1,6.2,3.3,5.6,2.13,No,Hybrid,Average,Good,Yes,4,High,1.8,A,0.21,2,Positive,5.0,1.7,3.2,3.8,2.8,4.6,2.9
19,Male,3.34,71.0,7.8,1.4,2.9,1.73,No,Offline,Poor,Excellent,No,2,Low,6.7,A,0.41,2,Neutral,2.9,3.7,3.8,4.1,2.8,4.5,3.3
18,Female,4.1,85.6,8.4,9.2,4.0,1.18,Yes,Online,Average,Good,No,2,High,7.8,C,0.66,2,Neutral,2.1,2.8,4.7,1.5,2.6,5.0,1.3
17,Male,8.14,76.8,6.3,7.8,4.5,2.08,No,Offline,Poor,Good,No,3,Middle,4.1,A,0.44,1,Positive,1.5,2.8,2.9,2.4,2.7,4.6,1.5
21,Male,4.32,68.6,6.8,7.0,5.0,1.31,No,Hybrid,Poor,Average,No,0,Middle,6.9,C,0.25,1,Negative,4.7,2.5,2.3,3.3,1.0,5.0,2.3
21,Female,6.43,82.1,7.8,4.1,3.1,1.98,Yes,Online,Average,Excellent,No,3,High,4.9,A,0.54,2,Positive,4.0,1.6,4.4,4.6,2.6,4.8,2.8
19,Male,9.32,79.3,8.7,4.5,3.7,1.7,No,Online,Average,Average,Yes,2,Low,2.4,A,0.64,0,Positive,3.5,2.9,3.5,4.7,5.0,4.3,2.6
23,Female,3.4,76.2,4.9,4.4,4.9,1.61,Yes,Offline,Average,Average,Yes,2,Middle,6.1,B,0.97,2,Neutral,1.1,2.9,4.4,2.8,2.5,2.9,2.3
23,Male,4.87,91.4,7.6,5.0,1.5,1.77,No,Online,Poor,Average,No,1,High,5.4,A,0.85,1,Positive,3.4,4.4,4.0,2.5,3.7,4.4,2.1
19,Male,3.31,90.4,6.6,4.9,5.3,2.11,No,Offline,Poor,Excellent,No,1,Middle,3.9,B,0.63,2,Neutral,2.7,2.4,3.6,3.8,2.7,3.4,2.8
20,Female,0.8,84.5,4.8,6.2,3.3,1.58,No,Offline,Good,Excellent,No,2,Middle,3.3,C,0.56,2,Neutral,2.5,2.3,3.1,3.3,2.0,3.8,2.1
29,Female,7.5,90.7,8.7,4.1,5.8,2.24,No,Offline,Good,Good,No,4,Low,2.5,A,0.77,0,Positive,4.4,3.1,3.8,3.3,3.5,4.6,3.7
20,Male,6.16,97.8,5.6,5.0,3.6,1.93,No,Online,Average,Good,No,4,Middle,3.7,A,0.64,0,Neutral,1.7,2.7,3.4,4.0,1.5,4.5,2.3
23,Male,4.49,77.2,9.1,4.6,5.4,1.65,No,Offline,Average,Good,No,4,Low,2.5,A,0.61,1,Positive,1.6,2.7,1.8,3.9,4.6,4.8,3.5
20,Female,5.88,81.7,8.5,6.3,4.7,2.02,No,Offline,Average,Excellent,Yes,3,Middle,3.3,A,0.34,2,Positive,1.3,1.6,3.5,2.1,3.5,5.0,2.3
24,Non-Binary,3.91,70.4,6.6,4.0,5.1,1.89,No,Hybrid,Good,Good,No,3,Middle,2.5,A,0.33,0,Positive,2.1,3.2,3.6,2.1,2.5,4.2,3.3
23,Female,2.3,78.0,7.5,3.0,3.3,1.9,No,Online,Good,Excellent,Yes,1,Middle,4.5,B,0.55,2,Positive,1.6,2.9,5.0,2.9,3.4,3.6,2.6
22,Male,3.82,69.5,7.9,6.1,4.5,2.39,No,Offline,Average,Average,Yes,1,Low,3.4,A,0.13,2,Neutral,3.9,1.5,2.1,1.5,2.4,3.5,2.3
25,Non-Binary,3.59,82.3,7.4,5.8,3.4,1.69,Yes,Hybrid,Good,Average,Yes,0,Middle,4.6,B,0.35,1,Positive,2.1,2.2,3.5,2.3,2.8,3.3,2.3
26,Male,3.13,70.6,7.0,5.3,5.5,1.82,No,Online,Good,Excellent,No,1,Middle,5.3,B,0.66,2,Neutral,3.2,1.7,4.8,2.7,4.0,5.0,2.4
21,Male,7.03,80.7,8.7,7.0,5.1,1.69,No,Hybrid,Average,Average,No,0,Middle,2.4,A,0.59,0,Positive,2.4,2.4,4.0,2.9,3.6,5.0,3.2
19,Female,3.4,74.1,7.9,2.2,5.2,1.97,Yes,Hybrid,Average,Excellent,No,3,Middle,5.0,B,0.5,2,Neutral,4.0,4.3,4.3,1.8,4.4,3.9,4.0
20,Male,2.94,69.2,6.7,5.9,3.5,2.16,No,Offline,Average,Good,No,1,Low,4.1,B,0.04,1,Positive,3.7,2.0,3.0,3.1,3.8,3.9,3.6
23,Male,5.35,83.7,5.6,4.9,1.5,1.74,No,Hybrid,Average,Excellent,Yes,0,High,4.3,A,0.54,2,Neutral,3.1,2.7,4.1,2.8,3.4,4.4,3.1
22,Male,5.88,60.9,8.1,1.9,4.8,1.23,Yes,Hybrid,Average,Average,No,1,Middle,4.3,B,0.89,0,Neutral,4.6,3.2,4.2,2.3,1.6,3.6,2.7
18,Male,8.14,94.8,8.0,5.5,2.6,2.05,Yes,Offline,Good,Good,No,4,Middle,4.7,A,0.75,1,Neutral,2.4,3.8,4.3,3.8,2.3,4.1,3.3
17,Female,5.52,81.3,6.8,6.0,4.0,1.49,No,Hybrid,Good,Good,No,2,Low,4.2,A,0.18,2,Neutral,2.6,2.6,3.9,3.1,2.7,4.8,2.9
23,Female,2.4,69.3,8.6,4.6,5.0,1.56,No,Offline,Average,Good,Yes,0,Middle,7.7,C,0.96,1,Neutral,3.2,1.9,5.0,3.3,1.0,5.0,2.3
19,Male,3.3,75.5,8.2,5.9,2.8,2.11,No,Hybrid,Good,Good,No,1,Low,3.4,A,0.37,0,Neutral,3.6,4.6,1.9,2.6,2.7,4.5,2.1
21,Female,6.8,73.3,9.1,5.2,3.7,2.16,Yes,Online,Good,Excellent,Yes,0,High,3.0,A,0.72,1,Neutral,1.1,3.5,3.5,3.4,3.1,3.7,2.3
23,Female,3.75,76.5,6.7,3.1,4.4,1.98,No,Offline,Good,Good,No,2,Middle,6.1,B,0.54,1,Neutral,4.2,1.1,4.9,3.4,3.6,4.5,1.0
21,Female,5.9,89.5,6.6,6.3,1.8,2.26,Yes,Offline,Average,Average,No,2,Low,4.4,A,0.46,2,Positive,2.4,2.8,4.2,2.5,1.4,4.0,2.5
18,Male,8.53,83.2,5.7,10.0,4.5,1.92,No,Offline,Good,Excellent,No,2,Low,4.8,A,0.19,1,Positive,3.7,2.9,3.1,3.0,2.2,4.0,2.4
18,Non-Binary,2.21,70.0,4.7,1.0,1.5,2.19,Yes,Offline,Average,Average,Yes,1,High,4.1,A,0.27,0,Neutral,2.2,3.4,3.8,3.9,2.7,4.3,3.3
19,Female,2.14,65.4,8.4,1.9,4.5,2.2,No,Offline,Average,Average,Yes,2,High,2.0,A,0.37,0,Positive,4.3,3.5,4.3,4.0,4.9,4.7,4.9
19,Male,4.6,80.2,6.2,5.0,6.6,1.43,Yes,Hybrid,Average,Average,Yes,0,Low,8.1,B,0.29,1,Neutral,4.0,2.7,3.5,4.5,4.3,3.0,2.7
21,Male,4.93,87.1,4.4,2.9,3.1,2.23,No,Online,Good,Excellent,No,3,High,2.7,A,0.46,1,Neutral,4.0,2.7,3.4,3.9,2.4,3.4,3.1
21,Male,6.67,63.3,6.8,7.5,5.6,1.6,Yes,Online,Average,Average,No,0,Low,3.6,B,0.5,0,Positive,3.4,1.4,2.1,2.1,3.8,4.5,1.6
19,Female,1.93,84.9,7.1,3.7,5.8,1.96,No,Offline,Good,Average,No,2,Middle,4.4,A,0.82,0,Neutral,2.8,2.6,3.4,3.3,1.9,4.8,2.3
17,Male,6.13,82.0,6.4,8.3,0.5,1.74,Yes,Offline,Poor,Excellent,No,2,Middle,3.3,B,0.9,2,Neutral,1.3,1.0,4.1,2.6,1.6,4.1,2.0
18,Female,4.52,83.3,7.4,5.5,6.4,1.87,Yes,Online,Poor,Excellent,Yes,2,High,4.3,B,0.69,1,Positive,3.1,4.1,4.2,4.1,2.3,4.1,3.9
28,Male,1.77,100.0,8.5,6.0,4.6,1.81,Yes,Hybrid,Good,Average,Yes,2,Middle,5.3,B,0.88,0,Neutral,4.2,2.6,3.6,1.6,3.0,5.0,2.2
21,Female,4.51,83.4,6.5,4.2,0.5,1.5,No,Hybrid,Average,Good,Yes,4,Middle,3.4,A,0.88,1,Positive,3.8,1.8,5.0,4.2,3.1,4.1,3.0
25,Male,5.9,92.8,6.6,4.5,1.9,1.58,No,Online,Good,Excellent,No,2,Middle,3.8,A,0.38,2,Positive,2.3,2.9,2.8,4.6,4.5,4.9,4.9
24,Female,8.39,80.7,8.2,6.6,4.4,1.55,Yes,Online,Poor,Poor,No,2,Middle,6.5,A,0.28,1,Positive,5.0,3.5,2.6,3.8,1.6,3.3,3.6
21,Female,3.78,94.9,8.0,1.5,1.3,1.48,No,Hybrid,Poor,Excellent,No,2,Low,3.8,A,0.64,1,Positive,4.1,3.8,3.4,4.7,4.2,3.7,3.3
23,Male,6.32,75.5,6.4,6.0,3.0,1.27,Yes,Online,Good,Good,Yes,1,Middle,3.3,B,0.4,1,Neutral,2.2,1.8,2.7,4.2,4.8,4.8,2.8
18,Male,2.46,80.2,7.1,4.1,5.3,1.65,Yes,Online,Average,Good,Yes,0,Middle,6.7,B,0.86,2,Negative,2.4,2.6,5.0,2.8,4.5,5.0,2.4
23,Male,7.01,81.9,7.6,1.0,3.8,1.49,No,Online,Average,Good,Yes,2,Middle,2.8,A,0.54,0,Neutral,2.0,4.0,3.7,2.9,4.7,3.8,4.7
19,Female,5.16,84.4,9.5,7.4,5.8,2.14,No,Online,Poor,Good,No,2,Middle,4.2,A,0.7,1,Positive,2.9,1.8,5.0,2.1,2.5,3.3,3.0
24,Female,7.98,80.1,7.0,6.4,2.8,1.52,No,Online,Average,Poor,No,2,Middle,2.7,A,0.87,0,Positive,4.6,2.8,5.0,2.2,4.0,4.0,1.7
18,Male,2.42,63.6,7.3,2.3,1.7,2.04,Yes,Online,Average,Good,Yes,2,Middle,3.7,A,0.55,0,Neutral,3.5,2.7,3.5,3.7,4.4,4.4,2.4
24,Male,2.81,85.5,8.0,5.0,3.9,1.7,No,Offline,Poor,Poor,Yes,2,Middle,5.1,B,0.37,0,Positive,4.7,2.7,2.9,2.2,3.3,3.8,3.0
18,Male,1.74,84.9,8.3,6.9,5.1,1.5,No,Offline,Good,Good,No,1,High,5.4,C,0.71,2,Negative,4.6,3.4,4.6,1.9,2.8,5.0,3.4
25,Female,8.37,95.9,7.1,3.3,4.1,1.86,No,Online,Average,Average,No,2,High,3.8,A,0.28,0,Positive,4.4,2.5,4.9,4.3,1.6,4.1,2.4
19,Female,4.1,74.5,9.4,3.6,4.9,1.8,No,Hybrid,Poor,Excellent,Yes,1,High,5.1,A,0.6,1,Positive,4.7,1.6,3.1,3.5,5.0,4.2,2.9
22,Female,1.51,86.2,6.7,3.8,4.8,2.08,Yes,Hybrid,Average,Average,No,0,Middle,5.2,A,0.65,0,Neutral,3.0,4.7,2.1,2.3,1.9,4.9,2.2
21,Male,3.56,96.2,7.1,4.4,4.9,1.95,No,Online,Poor,Good,Yes,4,Low,2.4,A,0.49,1,Neutral,3.2,2.6,3.0,3.3,4.4,4.6,3.3
20,Male,6.59,82.8,5.8,4.2,3.5,2.05,Yes,Hybrid,Poor,Good,No,1,High,3.2,A,0.74,2,Positive,1.6,3.1,3.6,4.8,2.3,5.0,3.1
22,Non-Binary,6.2,70.3,5.5,3.9,2.4,2.13,Yes,Offline,Good,Good,Yes,1,Low,5.2,A,0.38,2,Neutral,3.6,4.6,4.1,4.3,4.1,4.0,3.6
26,Male,5.8,67.9,6.8,4.9,3.7,1.79,No,Hybrid,Average,Good,Yes,2,High,2.4,A,0.76,2,Neutral,3.2,3.2,3.4,3.1,2.2,4.7,4.3
17,Female,2.44,73.7,7.7,3.8,2.3,1.76,No,Offline,Good,Good,Yes,1,High,5.4,B,0.78,1,Neutral,5.0,2.9,4.8,3.5,3.1,5.0,4.4
26,Male,4.64,83.1,9.0,6.5,6.4,2.13,No,Online,Poor,Poor,Yes,3,Middle,6.3,B,0.87,0,Positive,2.6,2.6,3.6,1.7,3.6,5.0,2.2
22,Male,1.19,68.2,5.6,5.8,3.2,2.19,Yes,Offline,Good,Average,No,0,Middle,3.7,C,0.56,1,Neutral,2.0,4.2,3.1,2.1,3.6,4.1,2.6
24,Female,2.09,86.5,6.5,10.0,3.1,1.59,No,Hybrid,Average,Good,No,3,Middle,6.1,D,0.5,2,Neutral,1.5,2.7,4.1,1.7,1.5,5.0,2.3
20,Non-Binary,6.11,68.3,8.2,2.9,1.0,1.86,No,Hybrid,Average,Excellent,No,2,Middle,5.3,A,0.88,1,Positive,4.4,2.7,3.0,4.0,2.1,5.0,2.9
21,Non-Binary,6.68,84.8,8.1,1.7,4.9,2.21,No,Online,Poor,Poor,No,4,High,4.1,A,0.59,0,Neutral,3.2,4.0,5.0,2.6,2.5,5.0,4.1
25,Male,4.53,87.7,7.2,4.9,6.5,2.02,Yes,Hybrid,Average,Poor,Yes,2,Low,4.0,B,0.51,1,Positive,2.7,2.3,3.6,3.6,3.6,3.9,3.0
20,Male,1.49,72.2,7.3,8.6,5.5,1.58,No,Offline,Good,Average,Yes,1,High,7.3,C,0.43,0,Neutral,3.2,2.4,3.2,1.0,4.1,4.7,2.2
21,Female,3.13,94.7,7.6,6.3,2.5,1.34,No,Offline,Average,Good,No,2,Middle,7.8,C,0.92,1,Neutral,1.7,3.1,5.0,4.9,2.2,4.3,1.9
17,Female,4.24,76.1,6.3,3.3,3.6,1.21,No,Online,Average,Average,No,2,Low,4.1,B,0.66,2,Negative,1.7,2.4,5.0,2.0,2.7,3.4,1.9
18,Female,8.02,56.1,8.9,8.8,4.4,1.7,No,Online,Good,Excellent,Yes,3,Middle,6.7,A,0.79,2,Neutral,4.7,1.8,2.3,2.8,1.0,5.0,3.2
22,Male,3.74,79.1,7.5,5.2,3.8,1.55,Yes,Online,Average,Poor,Yes,4,Middle,1.5,A,0.94,0,Negative,3.2,2.3,3.9,4.5,2.6,4.6,4.9
23,Female,2.16,84.1,6.4,5.5,3.3,1.52,Yes,Online,Poor,Average,No,0,Low,3.5,C,0.48,2,Neutral,3.4,1.7,3.0,3.3,4.0,4.1,1.5
22,Female,2.7,75.1,8.0,4.9,3.9,1.66,No,Hybrid,Average,Average,Yes,0,Low,4.9,C,0.84,0,Neutral,3.0,2.8,3.1,4.0,3.4,4.5,3.2
18,Female,3.31,86.1,7.8,5.1,4.1,2.14,Yes,Online,Average,Good,No,1,Low,4.3,B,0.84,2,Neutral,2.4,2.7,4.9,3.0,2.0,4.4,2.7
20,Female,3.92,94.1,5.7,5.0,6.4,1.93,Yes,Online,Good,Good,No,4,High,3.8,A,0.52,2,Neutral,2.4,3.0,3.3,4.2,3.3,4.5,2.3
20,Male,4.47,83.0,6.1,3.9,2.7,1.64,Yes,Online,Good,Average,Yes,3,Low,3.5,A,0.7,2,Positive,2.0,3.2,3.4,4.0,1.9,4.5,2.9
21,Non-Binary,8.79,84.9,7.3,2.8,4.8,2.2,No,Offline,Average,Excellent,Yes,2,Middle,2.3,A,0.93,2,Positive,4.1,2.7,4.0,4.8,2.2,3.8,3.5
25,Female,3.84,90.4,8.3,1.0,2.2,2.12,Yes,Online,Average,Average,No,0,Low,3.2,A,0.44,2,Positive,3.5,4.0,1.2,3.1,4.5,4.5,4.2
24,Female,0.85,80.4,7.8,8.6,3.2,1.91,No,Offline,Good,Good,Yes,1,Middle,4.8,C,0.76,0,Negative,2.5,2.3,4.7,2.1,3.0,4.9,2.6
18,Female,6.93,88.2,6.4,5.9,4.7,1.97,No,Online,Poor,Good,Yes,1,Middle,5.1,A,0.33,2,Positive,3.7,1.4,4.9,3.0,2.9,2.9,2.8
25,Female,3.47,78.4,7.2,6.2,2.7,1.83,No,Hybrid,Good,Average,No,1,High,4.6,B,0.97,1,Negative,2.2,2.8,3.9,2.9,3.5,3.9,2.2
21,Female,3.49,69.0,9.0,6.1,4.6,2.25,Yes,Offline,Poor,Excellent,No,0,Middle,4.9,B,0.53,2,Negative,4.0,2.1,4.2,1.3,3.6,3.2,2.5
23,Male,3.86,83.0,5.1,4.2,4.3,1.1,Yes,Online,Average,Excellent,Yes,0,Middle,4.9,B,0.51,2,Neutral,2.2,1.0,3.9,3.6,3.4,3.8,3.2
18,Male,5.56,73.4,9.3,6.6,4.4,1.77,Yes,Online,Poor,Average,No,3,Middle,6.5,B,0.52,0,Neutral,3.2,4.0,4.4,3.7,3.9,4.3,2.8
22,Male,5.21,78.8,5.4,3.8,1.7,2.04,No,Online,Average,Good,No,2,Middle,2.9,A,0.35,2,Neutral,2.3,1.4,4.9,3.4,1.0,3.3,2.3
19,Male,5.85,79.5,7.3,3.3,6.6,1.9,Yes,Online,Poor,Average,Yes,4,Low,1.9,A,0.66,2,Neutral,4.5,2.3,3.5,3.6,3.3,5.0,4.4
20,Male,4.3,82.6,6.9,5.8,7.0,1.75,Yes,Hybrid,Poor,Good,Yes,1,Middle,3.8,B,0.58,1,Neutral,4.4,2.4,2.6,3.1,4.0,1.3,2.9
